model,split_type,use_coords,candidate,fold,classifier__alpha,classifier__hidden_layer_sizes,classifier__learning_rate_init,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
MLP_multi_interactions_with_coords,random,True,14,5,0.001,"(32,)",0.001,816,48,0.21896326346511838,0.898166232638889,0.3841454060602509,0.05170671790248513,0.36585365853658536,0.3125,0.9752604166666666
MLP_multi_interactions_with_coords,random,True,15,1,0.001,"(16, 8)",0.01,824,51,0.39574620342907535,0.8470943357938259,0.3803201702643192,0.06070702819124705,0.45098039215686275,0.45098039215686275,0.963777490297542
MLP_multi_interactions_with_coords,random,True,15,2,0.001,"(16, 8)",0.01,824,51,0.4381577017044743,0.8445070136722217,0.326249802886503,0.060618665487438474,0.37362637362637363,0.3333333333333333,0.9702457956015524
MLP_multi_interactions_with_coords,random,True,15,3,0.001,"(16, 8)",0.01,824,53,0.46519343953460957,0.8284144580672002,0.3388486362915578,0.060655021866288406,0.3958333333333333,0.3584905660377358,0.9688715953307393
MLP_multi_interactions_with_coords,random,True,15,4,0.001,"(16, 8)",0.01,816,48,0.328857070579658,0.9080132378472223,0.353451993014866,0.06412329179403319,0.46153846153846156,0.5625,0.9453125
MLP_multi_interactions_with_coords,random,True,15,5,0.001,"(16, 8)",0.01,816,48,0.3119957096096476,0.8497721354166666,0.3769165834272564,0.05016303568762078,0.4318181818181818,0.3958333333333333,0.97265625
MLP_multi_interactions_with_coords,random,True,16,1,0.001,"(16, 8)",0.001,824,51,0.3174439469845647,0.8745782918600817,0.40567094067900766,0.05381493921030899,0.4752475247524752,0.47058823529411764,0.9663648124191462
MLP_multi_interactions_with_coords,random,True,16,2,0.001,"(16, 8)",0.001,824,51,0.3488279405724907,0.8679577911371534,0.3653835148634226,0.057006352121616866,0.4,0.35294117647058826,0.9728331177231565
MLP_multi_interactions_with_coords,random,True,16,3,0.001,"(16, 8)",0.001,824,53,0.38930268830340264,0.8584049139808629,0.3365721322314437,0.06437950309125233,0.3541666666666667,0.32075471698113206,0.9662775616083009
MLP_multi_interactions_with_coords,random,True,16,4,0.001,"(16, 8)",0.001,816,48,0.270910068685795,0.9042426215277779,0.39816785515083625,0.05659795372336403,0.46296296296296297,0.5208333333333334,0.9544270833333334
MLP_multi_interactions_with_coords,random,True,16,5,0.001,"(16, 8)",0.001,816,48,0.3162108942623569,0.8808051215277779,0.35149222904687955,0.05850342303444567,0.37362637362637363,0.3541666666666667,0.9661458333333334
