model,split_type,use_coords,species,candidate,fold,model__C,model__class_weight,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
Logistic_single_with_coords,spatial,True,Egernia mcpheei,1,1,0.01,,103,1,0.05234731210168099,0.9901960784313726,0.5,0.009552347893319858,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,1,2,0.01,,103,2,0.09603539593689228,0.9405940594059405,0.5714285714285714,0.01906024922626031,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,1,3,0.01,,103,1,0.05208510345318835,1.0,1.0,0.009543112322284998,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,1,4,0.01,,102,1,0.05303062654161363,0.9702970297029703,0.25,0.009652182305007685,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,1,5,0.01,,102,1,0.05661710941699744,0.2277227722772277,0.012658227848101266,0.009747183615453077,0.0,0.0,1.0
Logistic_single_with_coords,spatial,True,Egernia mcpheei,2,1,0.01,balanced,103,1,0.4181096416565421,0.9803921568627451,0.3333333333333333,0.1250930375753605,0.13333333333333333,1.0,0.8725490196078431
Logistic_single_with_coords,spatial,True,Egernia mcpheei,2,2,0.01,balanced,103,2,0.4455861141484947,0.9158415841584158,0.3055555555555556,0.13948430664748934,0.16666666666666666,1.0,0.801980198019802
Logistic_single_with_coords,spatial,True,Egernia mcpheei,2,3,0.01,balanced,103,1,0.44444549898394853,0.9901960784313726,0.5,0.13606073504824773,0.13333333333333333,1.0,0.8725490196078431
Logistic_single_with_coords,spatial,True,Egernia mcpheei,2,4,0.01,balanced,102,1,0.43462257948250266,1.0,1.0,0.1324085140729857,0.13333333333333333,1.0,0.8712871287128713
Logistic_single_with_coords,spatial,True,Egernia mcpheei,2,5,0.01,balanced,102,1,0.3823992329232415,0.2178217821782178,0.0125,0.11494369492111971,0.0,0.0,0.8712871287128713
