model,split_type,use_coords,candidate,fold,classifier__colsample_bytree,classifier__learning_rate,classifier__max_depth,classifier__n_estimators,classifier__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_multi_no_coords,spatial,False,21,3,1.0,0.03,5,100,0.8,816,53,0.1632290537347151,0.8905264719701279,0.48872390226312074,0.04496899203092254,0.19047619047619047,0.11320754716981132,0.9947575360419397
XGBoost_multi_no_coords,spatial,False,21,4,1.0,0.03,5,100,0.8,816,45,0.14848579251566502,0.8935581495892779,0.40446569137190874,0.040692067873015506,0.26666666666666666,0.17777777777777778,0.9909208819714657
XGBoost_multi_no_coords,spatial,False,21,5,1.0,0.03,5,100,0.8,824,55,0.1777172035621663,0.8646412105449817,0.44995770350991343,0.048777401526783705,0.16393442622950818,0.09090909090909091,0.9986996098829649
XGBoost_multi_no_coords,spatial,False,22,1,1.0,0.03,5,100,1.0,824,48,0.157451738421279,0.8703823024054983,0.4270756967619285,0.0426125944836016,0.25806451612903225,0.16666666666666666,0.9922680412371134
XGBoost_multi_no_coords,spatial,False,22,2,1.0,0.03,5,100,1.0,824,49,0.16413841760514825,0.8618433179723503,0.37763561837161036,0.04500567756616587,0.1111111111111111,0.061224489795918366,0.9974193548387097
XGBoost_multi_no_coords,spatial,False,22,3,1.0,0.03,5,100,1.0,816,53,0.16634447238827604,0.8859145874032494,0.4620582805169877,0.04601036075083241,0.16393442622950818,0.09433962264150944,0.9960681520314548
XGBoost_multi_no_coords,spatial,False,22,4,1.0,0.03,5,100,1.0,816,45,0.1542162305316662,0.8850266609021473,0.3741041033136297,0.04231173121937265,0.21428571428571427,0.13333333333333333,0.993514915693904
XGBoost_multi_no_coords,spatial,False,22,5,1.0,0.03,5,100,1.0,824,55,0.1773815945245582,0.8645821019032982,0.46959395315519886,0.048439667903867514,0.16393442622950818,0.09090909090909091,0.9986996098829649
XGBoost_multi_no_coords,spatial,False,23,1,1.0,0.03,5,300,0.8,824,48,0.16058993380917838,0.8636436855670103,0.42500381195278675,0.042928788520987055,0.4,0.2916666666666667,0.9896907216494846
XGBoost_multi_no_coords,spatial,False,23,2,1.0,0.03,5,300,0.8,824,49,0.15771726439876393,0.8689927583936801,0.4276506626804172,0.042200015078482346,0.26229508196721313,0.16326530612244897,0.9948387096774194
XGBoost_multi_no_coords,spatial,False,23,3,1.0,0.03,5,300,0.8,816,53,0.1643938717284198,0.8824154899972799,0.4616034093762611,0.044385928904750446,0.41025641025641024,0.3018867924528302,0.9882044560943644
