model,split_type,use_coords,species,candidate,fold,model__colsample_bytree,model__learning_rate,model__max_depth,model__n_estimators,model__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_single_with_coords,random,True,Cacophis kreftii,16,2,0.8,0.1,5,300,1.0,103,3,0.15094567352234384,0.8466666666666666,0.12889309764309764,0.030722268513483128,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,16,3,0.8,0.1,5,300,1.0,102,3,0.13328543076432905,0.9023569023569022,0.2698412698412698,0.031013306805322886,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,16,4,0.8,0.1,5,300,1.0,103,5,0.18936308020636455,0.9020408163265305,0.38936026936026935,0.04342313654354218,0.2857142857142857,0.2,0.9897959183673469
XGBoost_single_with_coords,random,True,Cacophis kreftii,16,5,0.8,0.1,5,300,1.0,102,3,0.11123498204688825,0.9562289562289562,0.30357142857142855,0.034251751214132625,0.0,0.0,0.9797979797979798
XGBoost_single_with_coords,random,True,Cacophis kreftii,17,1,1.0,0.03,3,100,0.8,103,2,0.05236042337522638,0.9900990099009901,0.75,0.014108481707150212,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,17,2,1.0,0.03,3,100,0.8,103,3,0.10849983360548292,0.9066666666666667,0.1736111111111111,0.028955824884007605,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,17,3,1.0,0.03,3,100,0.8,102,3,0.11077081997504575,0.9023569023569025,0.26666666666666666,0.02758584667127296,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,17,4,1.0,0.03,3,100,0.8,103,5,0.16518760010956365,0.9,0.22545209176788125,0.04623601135970066,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,17,5,1.0,0.03,3,100,0.8,102,3,0.08786984158576172,0.9427609427609428,0.2507936507936508,0.026993501140404514,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,18,1,1.0,0.03,3,100,1.0,103,2,0.055967111626358715,0.9653465346534653,0.30952380952380953,0.01578671428845022,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,18,2,1.0,0.03,3,100,1.0,103,3,0.1119591205711828,0.9083333333333333,0.1735042735042735,0.031074485828704666,0.0,0.0,0.99
XGBoost_single_with_coords,random,True,Cacophis kreftii,18,3,1.0,0.03,3,100,1.0,102,3,0.1165985453345515,0.8080808080808081,0.3990543735224586,0.025853003960639276,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,18,4,1.0,0.03,3,100,1.0,103,5,0.16668895899708705,0.9081632653061225,0.2390620490620491,0.04865649302575481,0.0,0.0,0.9897959183673469
XGBoost_single_with_coords,random,True,Cacophis kreftii,18,5,1.0,0.03,3,100,1.0,102,3,0.0918140010424281,0.9494949494949495,0.2777777777777778,0.02894207745254971,0.0,0.0,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,19,1,1.0,0.03,3,300,0.8,103,2,0.047624142693493174,0.9702970297029703,0.625,0.01358623328457659,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,19,2,1.0,0.03,3,300,0.8,103,3,0.12805988954835815,0.8933333333333333,0.1531986531986532,0.030396559516105995,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,19,3,1.0,0.03,3,300,0.8,102,3,0.114711642372714,0.898989898989899,0.2638888888888889,0.02763346019324475,0.4,0.3333333333333333,0.98989898989899
XGBoost_single_with_coords,random,True,Cacophis kreftii,19,4,1.0,0.03,3,300,0.8,103,5,0.1706421271384244,0.910204081632653,0.29211875843454793,0.0448048285277707,0.0,0.0,1.0
XGBoost_single_with_coords,random,True,Cacophis kreftii,19,5,1.0,0.03,3,300,0.8,102,3,0.085534300712559,0.9562289562289562,0.30277777777777776,0.02842200726995153,0.0,0.0,0.98989898989899
