model,split_type,use_coords,candidate,fold,classifier__colsample_bytree,classifier__learning_rate,classifier__max_depth,classifier__n_estimators,classifier__subsample,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
XGBoost_multi_interactions_no_coords,random,False,8,5,0.8,0.03,5,300,1.0,816,48,0.14623331165696837,0.8895399305555556,0.4981047916084923,0.03934055989732448,0.4,0.2916666666666667,0.9895833333333334
XGBoost_multi_interactions_no_coords,random,False,9,1,0.8,0.1,3,100,0.8,824,51,0.1595615832172129,0.874768536133729,0.4566689391822998,0.04285544448666704,0.3888888888888889,0.27450980392156865,0.9909443725743855
XGBoost_multi_interactions_no_coords,random,False,9,2,0.8,0.1,3,100,0.8,824,51,0.1836338906399917,0.8335235776069807,0.3095321682778089,0.05002559679003142,0.3037974683544304,0.23529411764705882,0.9793014230271668
XGBoost_multi_interactions_no_coords,random,False,9,3,0.8,0.1,3,100,0.8,824,53,0.16985144221201637,0.8914910799500771,0.3802362543305777,0.04836005454133122,0.2318840579710145,0.1509433962264151,0.9896238651102465
XGBoost_multi_interactions_no_coords,random,False,9,4,0.8,0.1,3,100,0.8,816,48,0.14134099338087128,0.9135199652777778,0.5236101172081092,0.03892359292394132,0.4057971014492754,0.2916666666666667,0.9908854166666666
XGBoost_multi_interactions_no_coords,random,False,9,5,0.8,0.1,3,100,0.8,816,48,0.1451968003450879,0.893093532986111,0.5303380073747794,0.038949422568035345,0.4788732394366197,0.3541666666666667,0.9921875
XGBoost_multi_interactions_no_coords,random,False,10,1,0.8,0.1,3,100,1.0,824,51,0.1638011204415514,0.8622758288308856,0.43449254742868504,0.04383904503869403,0.25396825396825395,0.1568627450980392,0.9948253557567918
XGBoost_multi_interactions_no_coords,random,False,10,2,0.8,0.1,3,100,1.0,824,51,0.18153520902059778,0.8411460315044518,0.30373196337405056,0.05013583176454498,0.3076923076923077,0.23529411764705882,0.9805950840879689
XGBoost_multi_interactions_no_coords,random,False,10,3,0.8,0.1,3,100,1.0,824,53,0.1642190155874878,0.9054401292122458,0.4026671779643844,0.047366292150827466,0.23529411764705882,0.1509433962264151,0.9909208819714657
XGBoost_multi_interactions_no_coords,random,False,10,4,0.8,0.1,3,100,1.0,816,48,0.1462524550869769,0.9081353081597221,0.4959256183573459,0.04022295395655017,0.22950819672131148,0.14583333333333334,0.9921875
XGBoost_multi_interactions_no_coords,random,False,10,5,0.8,0.1,3,100,1.0,816,48,0.14959939701859015,0.8878851996527777,0.5069701680311526,0.040100959530326594,0.417910447761194,0.2916666666666667,0.9934895833333334
XGBoost_multi_interactions_no_coords,random,False,11,1,0.8,0.1,3,300,0.8,824,51,0.1613742667422461,0.879004641960277,0.44116063738155703,0.043149610072056456,0.41025641025641024,0.3137254901960784,0.9857697283311773
