model,split_type,use_coords,species,candidate,fold,model__classifier__C,model__classifier__class_weight,model__splines__n_knots,n,positives,log_loss,auc,average_precision,brier,f1,sensitivity,specificity
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,9,2,0.5,,8,103,8,0.1688233705423741,0.9473684210526315,0.5635416666666667,0.05013458980401512,0.0,0.0,0.9894736842105263
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,9,3,0.5,,8,103,8,0.1469275066413388,0.986842105263158,0.8671130952380952,0.042500503971352896,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,9,4,0.5,,8,102,7,0.1903781464972424,0.8661654135338346,0.34153513234279664,0.05376602758766983,0.0,0.0,0.9894736842105263
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,9,5,0.5,,8,102,7,0.15572092646098779,0.9218045112781954,0.7545483309602912,0.04173293403477469,0.0,0.0,1.0
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,10,1,0.5,balanced,4,103,7,0.3590554551812277,0.855654761904762,0.29502878074306643,0.11105296825360894,0.3,0.42857142857142855,0.8958333333333334
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,10,2,0.5,balanced,4,103,8,0.3666146395135248,0.9236842105263159,0.4486111111111111,0.10968262395992616,0.5,0.875,0.8631578947368421
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,10,3,0.5,balanced,4,103,8,0.3433314150669679,0.9921052631578948,0.9159722222222222,0.1003672696007149,0.5714285714285714,1.0,0.8736842105263158
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,10,4,0.5,balanced,4,102,7,0.3900504710596326,0.8992481203007519,0.3808644669989208,0.12005216027772012,0.34782608695652173,0.5714285714285714,0.8736842105263158
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,10,5,0.5,balanced,4,102,7,0.3854134021516799,0.9218045112781955,0.6237957345100202,0.12039930350521649,0.4,0.7142857142857143,0.8631578947368421
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,11,1,0.5,balanced,6,103,7,0.34184329556278226,0.8720238095238095,0.462063492063492,0.10804230223147245,0.2727272727272727,0.42857142857142855,0.875
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,11,2,0.5,balanced,6,103,8,0.3400602564320193,0.9473684210526315,0.49672723110223105,0.10283729193773207,0.5,0.875,0.8631578947368421
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,11,3,0.5,balanced,6,103,8,0.32368474793635665,0.9881578947368421,0.8784722222222222,0.09717017339413127,0.5517241379310345,1.0,0.8631578947368421
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,11,4,0.5,balanced,6,102,7,0.3783699185358752,0.8887218045112781,0.48313492063492064,0.11901887402383371,0.4166666666666667,0.7142857142857143,0.8736842105263158
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,11,5,0.5,balanced,6,102,7,0.35528604312269385,0.9323308270676691,0.7590702947845804,0.11309484107243309,0.41379310344827586,0.8571428571428571,0.8315789473684211
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,12,1,0.5,balanced,8,103,7,0.32657731152241987,0.8705357142857142,0.45810072280660513,0.10399707293381179,0.4166666666666667,0.7142857142857143,0.875
GAM_single_no_coords,spatial,False,Calyptotis scutirostrum,12,2,0.5,balanced,8,103,8,0.3326184185165392,0.9447368421052631,0.5249323593073593,0.10000437676282722,0.5185185185185185,0.875,0.8736842105263158
